Auteur ou autrice,Genre,Feuille,Jeu de données,Nom normalisé,data_id,dataset_id_FK,author_id_FK,year,details,src,id_bnf,id_wikidata,id_isni,gender,pseudonym,first_name,last_name,date_of_birth,date_of_death,birth_location,death_location,birth_coordinates,death_coordinates,url_ville
Henri Bellaunay,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,identifiant inconnu,3515,13,,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A
Aloysius Bertrand,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Aloysius Bertrand,3516,13,366464,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11891727r,366464,0000 0001 2139 2988,masculin,,,,1807-04-20T00:00:00Z,1841-04-29T00:00:00Z,Ceva,Dijon,8.033333333 44.383333333,5.041944444 47.323055555,http://www.comune.ceva.cn.it
Nicolas Boileau,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Nicolas Boileau,3517,13,188857,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,120405448,188857,0000 0001 2118 5604,masculin,,,,1636-11-01T00:00:00Z,1711-03-13T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Yves Bonnefoy,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Yves Bonnefoy,3518,13,250136,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,118928189,250136,0000 0001 2103 7126,masculin,,,,1923-06-24T00:00:00Z,2016-07-01T00:00:00Z,Tours,Paris,0.688333333 47.392777777,2.351388888 48.856944444,http://www.tours.fr/
Alain Bosquet,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Alain Bosquet,3519,13,2472632,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11885805g,2472632,0000 0001 0933 761X,masculin,,,,1919-03-28T00:00:00Z,1998-03-08T00:00:00Z,Odessa,Paris,30.73262 46.47747,2.351388888 48.856944444,http://omr.gov.ua/
Pedro Calderon de la Barca,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Pedro Calderón de la Barca,3520,13,170800,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11894840z,170800,0000 0001 2281 8039,masculin,,,,1600-01-17T00:00:00Z,1681-05-25T00:00:00Z,Madrid,Madrid,-3.691944444 40.418888888,-3.691944444 40.418888888,http://www.madrid.es/
Luis de Camoens,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Luís de Camões,3521,13,#N/A,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,#N/A,#N/A,#N/A,#N/A,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Jean-Claude Carrière,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Jean-Claude Carrière,3522,13,551429,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,120703790,551429,0000 0001 2128 0142,masculin,,,,1931-09-17T00:00:00Z,2021-02-08T00:00:00Z,Colombières-sur-Orb,9e arrondissement de Paris,3.010277777 43.580277777,2.336966666 48.878280555,
Jacques Cazotte,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Jacques Cazotte,3523,13,425373,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11895697m,425373,0000 0001 2117 1202,masculin,,,,1719-10-07T00:00:00Z,1792-09-25T00:00:00Z,Dijon,Paris,5.041944444 47.323055555,2.351388888 48.856944444,http://www.dijon.fr
Blaise Cendrars,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Blaise Cendrars,3524,13,123080,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11895739q,123080,0000 0001 2141 5537,masculin,,,,1887-09-01T00:00:00Z,1961-01-21T00:00:00Z,La Chaux-de-Fonds,Paris,6.829558333 47.099627777,2.351388888 48.856944444,http://www.chaux-de-fonds.ch
Claude Chabrol,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Claude Chabrol,3525,13,55375,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,118958468,55375,0000 0001 2141 6951,masculin,,,,1930-06-24T00:00:00Z,2010-09-12T00:00:00Z,10e arrondissement de Paris,3e arrondissement de Paris,2.357852777 48.875508333,2.361531 48.864027,https://www.mairie10.paris.fr/
Jean Chapelain,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Jean Chapelain,3526,13,334978,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,123957150,334978,0000 0001 2117 3232,masculin,,,,1595-12-04T00:00:00Z,1674-02-22T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
René Char,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,René Char,3527,13,315015,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11896104n,315015,0000 0001 2124 3931,masculin,,,,1907-06-14T00:00:00Z,1988-02-19T00:00:00Z,L'Isle-sur-la-Sorgue,Paris,5.051388888 43.919444444,2.351388888 48.856944444,http://www.islesurlasorgue.fr
Jean-Baptiste Chassignet,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Jean-Baptiste Chassignet,3528,13,3163946,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11896296d,3163946,0000 0001 1757 3057,masculin,,,,1571-01-01T00:00:00Z,1635-01-01T00:00:00Z,Besançon,Gray,6.021388888 47.242222222,5.591388888 47.444166666,http://www.besancon.fr
François-René de Chateaubriand,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,François-René de Chateaubriand,3529,13,49767,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11896324t,49767,0000 0001 2119 2089,masculin,,,,1768-09-04T00:00:00Z,1848-07-04T00:00:00Z,Saint-Malo,Paris,-2.008888888 48.647222222,2.351388888 48.856944444,http://www.ville-saint-malo.fr
André Chénier,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,André Chénier,3530,13,295548,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,12094849t,295548,0000 0001 2128 8574,masculin,,,,1762-10-30T00:00:00Z,1794-07-25T00:00:00Z,Istanbul,Paris,28.960277777 41.01,2.351388888 48.856944444,https://www.ibb.istanbul/en
Christian-Jaque,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Christian-Jaque,3531,13,728214,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,12255185h,728214,0000 0001 0813 7974,masculin,,,,1904-08-04T00:00:00Z,1994-07-08T00:00:00Z,19e arrondissement de Paris,Boulogne-Billancourt,2.381822222 48.88235,2.241388888 48.835277777,http://www.mairie19.paris.fr/
Paul Claudel,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Paul Claudel,3532,13,295830,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,118969563,295830,0000 0001 2145 056X,masculin,,,,1868-08-06T00:00:00Z,1955-02-23T00:00:00Z,Villeneuve-sur-Fère,Paris,3.475 49.1775,2.351388888 48.856944444,
Jean Cocteau,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Jean Cocteau,3533,13,83158,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11897143s,83158,0000 0001 2120 8036,masculin,,,,1889-07-05T00:00:00Z,1963-10-11T00:00:00Z,Maisons-Laffitte,Milly-la-Forêt,2.145 48.946111111,2.466944444 48.404166666,http://www.maisonslaffitte.fr
Pierre Corneille,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Pierre Corneille,3534,13,747,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11897704j,747,0000 0001 2129 6128,masculin,,,,1606-06-06T00:00:00Z,1684-10-01T00:00:00Z,Rouen,Paris,1.1025 49.443055555,2.351388888 48.856944444,http://www.rouen.fr
Cyrano de Bergerac,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Savinien Cyrano de Bergerac,3535,13,213614,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11898355k,213614,0000 0001 1297 2841,masculin,,,,1619-03-06T00:00:00Z,1655-07-28T00:00:00Z,Paris,Sannois,2.351388888 48.856944444,2.256944444 48.971666666,https://www.paris.fr/
Robert Darnton,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Robert Darnton,3536,13,964180,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11898655d,964180,0000 0001 2146 9084,masculin,,,,1939-05-10T00:00:00Z,,New York,#N/A,-73.94 40.67,#N/A,https://nyc.gov
Michel Deligne,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Michel Deligne,3537,13,37043980,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,,37043980,,masculin,,,,1938-01-01T00:00:00Z,,Courcelles,#N/A,4.366666666 50.466666666,#N/A,http://www.courcelles.eu
Sabine Denuelle,F,autrices-auteurs-manuels-scolaires,Manuels de français de première,identifiant inconnu,3538,13,,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A
René Descartes,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,René Descartes,3539,13,9191,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11899775j,9191,0000 0001 2129 6144,masculin,,,,1596-03-31T00:00:00Z,1650-02-11T00:00:00Z,Descartes,Stockholm,0.697777777 46.973611111,18.068611111 59.329444444,https://www.ville-descartes.fr/
Denis Diderot,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Denis Diderot,3540,13,448,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11900134f,448,0000 0001 2133 370X,masculin,,,,1713-10-05T00:00:00Z,1784-07-31T00:00:00Z,Langres,Paris,5.333055555 47.8625,2.351388888 48.856944444,http://www.langres.fr
Joachim Du Bellay,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Joachim du Bellay,3541,13,18420,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,123220047,18420,0000 0001 2278 5556,masculin,,,,1522-01-01T00:00:00Z,1560-01-11T00:00:00Z,Liré,Paris,-1.164444444 47.343333333,2.351388888 48.856944444,
César Dumarsais,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,César Chesneau Dumarsais,3542,13,1150686,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119007165,1150686,0000 0001 0895 4763,masculin,,,,1676-07-17T00:00:00Z,1756-06-11T00:00:00Z,Marseille,Paris,5.376388888 43.296666666,2.351388888 48.856944444,http://www.marseille.fr
Alexandre Dumas,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Alexandre Dumas,3543,13,38337,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119010630,38337,0000 0001 2101 2885,masculin,,,,1802-07-24T00:00:00Z,1870-12-05T00:00:00Z,Villers-Cotterêts,Puys,3.090277777 49.253055555,1.118199 49.937252,http://www.mairie-villerscotterets.fr
Paul Éluard,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Paul Éluard,3544,13,152176,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11886231m,152176,0000 0001 2139 2910,masculin,,,,1895-12-04T00:00:00Z,1952-11-18T00:00:00Z,Saint-Denis,Charenton-le-Pont,2.353888888 48.935555555,2.411944444 48.821388888,http://ville-saint-denis.fr
Érasme,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Érasme,3545,13,43499,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11886243m,43499,0000 0003 7471 6178,masculin,,,,1466-11-06T00:00:00Z,1536-07-22T00:00:00Z,Rotterdam,Bâle,4.47917 51.9225,7.590555555 47.560555555,http://www.rotterdam.nl/
Ésope,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Ésope,3546,13,43423,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11929800n,43423,0000 0001 2031 7310,masculin,,,,-0619-01-01T00:00:00Z,-0563-01-01T00:00:00Z,Messembrie,Delphes,27.733353 42.658737,22.5 38.483333333,
Fénelon,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Fénelon,3547,13,310002,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11886277x,310002,0000 0001 2101 7416,masculin,,,,1651-08-06T00:00:00Z,1715-01-07T00:00:00Z,Sainte-Mondane,Cambrai,1.336666666 44.845555555,3.234722222 50.175833333,
Gustave Flaubert,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Gustave Flaubert,3548,13,43444,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11902894q,43444,0000 0001 2276 2442,masculin,,,,1821-12-12T00:00:00Z,1880-05-08T00:00:00Z,Rouen,Croisset,1.1025 49.443055555,1.038423 49.441329,http://www.rouen.fr
Georges Fourest,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Georges Fourest,3549,13,3102726,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,12118553q,3102726,0000 0000 4887 113X,masculin,,,,1867-04-06T00:00:00Z,1945-01-25T00:00:00Z,Limoges,Paris,1.261666666 45.834444444,2.351388888 48.856944444,http://www.ville-limoges.fr
Sigmund Freud,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Sigmund Freud,3550,13,9215,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119035855,9215,0000 0001 2127 2193,masculin,,,,1856-05-06T00:00:00Z,1939-09-23T00:00:00Z,Příbor,Londres,18.145022037 49.640926771,-0.1275 51.507222222,http://www.pribor.eu
Romain Gary,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Romain Gary,3551,13,157322,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11904228r,157322,0000 0001 2126 4468,masculin,,,,1914-05-21T00:00:00Z,1980-12-02T00:00:00Z,Vilnius,Paris,25.283333333 54.683333333,2.351388888 48.856944444,https://www.vilnius.lt/
Charles de Gaulle,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Charles de Gaulle,3552,13,2042,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11904345m,2042,0000 0001 2125 1165,masculin,,,,1890-11-22T00:00:00Z,1970-11-09T00:00:00Z,Lille,Colombey-les-Deux-Églises,3.0575 50.631944444,4.885833333 48.223333333,http://www.lille.fr
André Gide,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,André Gide,3553,13,47484,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11904849c,47484,0000 0001 2144 5648,masculin,,,,1869-11-22T00:00:00Z,1951-02-19T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Jean-Luc Godard,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Jean-Luc Godard,3554,13,53001,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11905213z,53001,0000 0001 2147 1125,masculin,,,,1930-12-03T00:00:00Z,,Paris,#N/A,2.351388888 48.856944444,#N/A,https://www.paris.fr/
Johann Wolfgang Von Goethe,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Johann Wolfgang von Goethe,3555,13,5879,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11905269k,5879,0000 0001 2099 9104,masculin,,,,1749-08-28T00:00:00Z,1832-03-22T00:00:00Z,Francfort-sur-le-Main,Weimar,8.679722222 50.113611111,11.316666666 50.983333333,https://www.frankfurt.de/
Carlo Goldoni,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Carlo Goldoni,3556,13,165534,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11905320h,165534,0000 0001 2096 0234,masculin,,,,1707-02-25T00:00:00Z,1793-02-06T00:00:00Z,Venise,Paris,12.331944444 45.439722222,2.351388888 48.856944444,http://www.comune.venezia.it/
Luis de Gongora Y Argote,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,identifiant inconnu,3557,13,,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A
Olympe de Gouges,F,autrices-auteurs-manuels-scolaires,Manuels de français de première,Olympe de Gouges,3558,13,206972,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119055055,206972,0000 0001 2017 1868,féminin,,,,1748-05-07T00:00:00Z,1793-11-03T00:00:00Z,Montauban,Paris,1.355 44.017222222,2.351388888 48.856944444,http://www.montauban.com
Julien Gracq,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Julien Gracq,3559,13,298051,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11905630n,298051,0000 0001 2143 4842,masculin,,,,1910-07-27T00:00:00Z,2007-12-22T00:00:00Z,Saint-Florent-le-Vieil,Angers,-1.016388888 47.361388888,-0.555555555 47.472777777,http://www.ville-saintflorentlevieil.fr
Marie-Claire Grassi,F,autrices-auteurs-manuels-scolaires,Manuels de français de première,identifiant inconnu,3560,13,,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A
Jean Guéhenno,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Jean Guéhenno,3561,13,518748,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11906130h,518748,0000 0001 1026 3515,masculin,,,,1890-03-25T00:00:00Z,1978-09-22T00:00:00Z,Fougères,Paris,-1.2 48.351666666,2.351388888 48.856944444,http://www.fougeres.fr
Victor Hugo,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Victor Hugo,3562,13,535,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11907966z,535,0000 0001 2120 0982,masculin,,,,1802-02-26T00:00:00Z,1885-05-22T00:00:00Z,Besançon,Paris,6.021388888 47.242222222,2.351388888 48.856944444,http://www.besancon.fr
Joris-Karl Huysmans,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Joris-Karl Huysmans,3563,13,210798,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119081184,210798,0000 0001 2129 6267,masculin,,,,1848-02-05T00:00:00Z,1907-05-12T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Eugène Ionesco,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Eugène Ionesco,3564,13,46706,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11908252k,46706,0000 0001 2099 3554,masculin,,,,1909-11-26T00:00:00Z,1994-03-28T00:00:00Z,Slatina,Paris,24.364166666 44.429722222,2.351388888 48.856944444,http://www.primariaslatina.ro/
Philippe Jaccottet,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Philippe Jaccottet,3565,13,123521,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11908361t,123521,0000 0001 2131 8243,masculin,,,,1925-06-30T00:00:00Z,2021-02-24T00:00:00Z,Moudon,Grignan,6.79743 46.66871,4.908055555 44.419444444,http://www.moudon.ch
Albert Jacquard,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Albert Jacquard,3566,13,2831279,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119084137,2831279,0000 0001 2096 2045,masculin,,,,1925-12-23T00:00:00Z,2013-09-11T00:00:00Z,1er arrondissement de Lyon,6e arrondissement de Paris,4.833627777 45.768719444,2.332233333 48.850530555,
Louis de Jaucourt,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Louis de Jaucourt,3567,13,584990,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,12247334f,584990,0000 0000 8130 0232,masculin,,,,1704-09-16T00:00:00Z,1779-02-03T00:00:00Z,Paris,Compiègne,2.351388888 48.856944444,2.822222222 49.414166666,https://www.paris.fr/
Emmanuel Kant,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Emmanuel Kant,3568,13,9312,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11909393p,9312,0000 0001 2282 4025,masculin,,,,1724-04-22T00:00:00Z,1804-02-12T00:00:00Z,Königsberg,Königsberg,20.516666666 54.716666666,20.516666666 54.716666666,
Louise Labé,F,autrices-auteurs-manuels-scolaires,Manuels de français de première,Louise Labé,3569,13,237098,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119103702,237098,0000 0001 2102 0914,féminin,,,,1524-01-01T00:00:00Z,1566-05-05T00:00:00Z,Lyon,Parcieux,4.841388888 45.758888888,4.825277777 45.915555555,http://www.lyon.fr/
Jean de la Bruyère,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Jean de La Bruyère,3570,13,314975,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11910249z,314975,0000 0001 2100 9707,masculin,,,,1645-08-16T00:00:00Z,1696-05-10T00:00:00Z,Paris,Versailles,2.351388888 48.856944444,2.134166666 48.804722222,https://www.paris.fr/
Jean de la Fontaine,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Jean de La Fontaine,3571,13,49496,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11910267w,49496,0000 0001 2095 8636,masculin,,,,1621-07-08T00:00:00Z,1695-04-13T00:00:00Z,Château-Thierry,Paris,3.403055555 49.046388888,2.351388888 48.856944444,http://www.ville-chateau-thierry.fr
Mme de Lafayette,F,autrices-auteurs-manuels-scolaires,Manuels de français de première,Madame de La Fayette,3572,13,237090,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11910266j,237090,0000 0001 2283 1647,féminin,,,,1634-03-18T00:00:00Z,1693-05-25T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Jules Laforgue,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Jules Laforgue,3573,13,380275,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119106252,380275,0000 0001 0886 1823,masculin,,,,1860-08-16T00:00:00Z,1887-08-20T00:00:00Z,Montevideo,Paris,-56.166666666 -34.866666666,2.351388888 48.856944444,http://www.montevideo.gub.uy
François de la Rochefoucauld,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,François de La Rochefoucauld,3574,13,273708,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11910315x,273708,0000 0001 2101 0804,masculin,,,,1613-09-15T00:00:00Z,1680-03-17T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Le Tasse,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Le Tasse,3575,13,168962,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119260670,168962,0000 0001 2118 517X,masculin,,,,1544-03-21T00:00:00Z,1595-04-25T00:00:00Z,Sorrente,Rome,14.373611111 40.627777777,12.482777777 41.893055555,http://www.comune.sorrento.na.it
Primo Levi,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Primo Levi,3576,13,153670,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119128075,153670,0000 0000 8155 9527,masculin,,,,1919-07-31T00:00:00Z,1987-04-11T00:00:00Z,Turin,Turin,7.7 45.066666666,7.7 45.066666666,http://www.comune.torino.it/
Matthew G. Lewis,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Matthew Gregory Lewis,3577,13,121060,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11912893k,121060,0000 0001 2138 6203,masculin,,,,1775-07-09T00:00:00Z,1818-05-14T00:00:00Z,Londres,océan Atlantique,-0.1275 51.507222222,-30.0 0.0,https://www.london.gov.uk/
Nicolas Machiavel,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Nicolas Machiavel,3578,13,1399,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119137957,1399,0000 0001 2144 1233,masculin,,,,1469-05-12T00:00:00Z,1527-07-01T00:00:00Z,Florence,Florence,11.254166666 43.771388888,11.254166666 43.771388888,http://www.comune.firenze.it
Claude de Maleville,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Claude de Malleville,3579,13,177029,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11914150v,177029,0000 0000 8055 3289,masculin,,,,1597-01-01T00:00:00Z,1647-01-01T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Stéphane Mallarmé,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Stéphane Mallarmé,3580,13,767,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11914131k,767,0000 0001 2132 6470,masculin,,,,1842-03-18T00:00:00Z,1898-09-09T00:00:00Z,Paris,Fontainebleau,2.351388888 48.856944444,2.701666666 48.408888888,https://www.paris.fr/
Pierre de Marbeuf,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Pierre de Marbeuf,3581,13,3387616,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,120123406,3387616,0000 0000 7970 4705,masculin,,,,1595-01-01T00:00:00Z,1645-01-01T00:00:00Z,Sahurs,#N/A,0.943333333 49.358611111,#N/A,http://www.sahurs.fr
Marivaux,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Marivaux,3582,13,49478,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119146220,49478,0000 0001 2145 8289,masculin,,,,1688-01-01T00:00:00Z,1763-01-01T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
François Mauriac,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,François Mauriac,3583,13,81685,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11915247g,81685,0000 0001 2120 1088,masculin,,,,1885-10-11T00:00:00Z,1970-09-01T00:00:00Z,Bordeaux,Paris,-0.579444444 44.837777777,2.351388888 48.856944444,http://www.bordeaux.fr
Molière,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Molière,3584,13,687,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11916418p,687,0000 0001 2319 7131,masculin,,,,1622-01-15T00:00:00Z,1673-02-17T00:00:00Z,Paris,Paris,2.351388888 48.856944444,2.351388888 48.856944444,https://www.paris.fr/
Montaigne,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Michel de Montaigne,3585,13,41568,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11916599s,41568,0000 0001 2144 1268,masculin,,,,1533-03-10T00:00:00Z,1592-09-12T00:00:00Z,Saint-Michel-de-Montaigne,Saint-Michel-de-Montaigne,0.03 44.874166666,0.03 44.874166666,
Charles de Montausier,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,"Charles de Sainte-Maure, duc de Montausier",3586,13,1133962,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,122142413,1133962,0000 0001 1474 3217,masculin,,,,1610-10-06T00:00:00Z,1690-11-17T00:00:00Z,#N/A,#N/A,#N/A,#N/A,#N/A
Montesquieu,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Montesquieu,3587,13,15975,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,119166485,15975,0000 0001 2095 7940,masculin,,,,1689-01-18T00:00:00Z,1755-02-10T00:00:00Z,château de La Brède,Paris,-0.544166666 44.679166666,2.351388888 48.856944444,http://www.chateaulabrede.com/
Thomas More,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Thomas More,3588,13,42544,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11926532q,42544,0000 0000 3182 0467,masculin,,,,1478-02-16T00:00:00Z,1535-07-16T00:00:00Z,Londres,Tower Hill,-0.1275 51.507222222,-0.0782 51.5085,https://www.london.gov.uk/
Charles Muller,M,autrices-auteurs-manuels-scolaires,Manuels de français de première,Charles Muller,3589,13,1065572,2001,Manuel Hatier - Littérature 1re - Des textes aux séquences,,11917186k,1065572,0000 0001 0933 1285,masculin,,,,1909-09-22T00:00:00Z,2015-03-02T00:00:00Z,Strasbourg,Strasbourg,7.752222222 48.573333333,7.752222222 48.573333333,https://www.strasbourg.eu
